cpf,idade,renda_anual,sexo
923.816.705-21,54,162809,Masculino
071.296.348-04,51,455962,Masculino
157.038.269-77,36,381932,Masculino
248.376.501-71,49,134812,Masculino
468.512.309-33,45,141216,Masculino
320.549.168-89,35,264919,Masculino
032.798.541-05,52,370255,Masculino
710.385.469-66,28,107728,Masculino
261.057.948-94,35,246769,Masculino
132.678.905-86,37,420628,Masculino
305.872.941-32,50,121535,Feminino
047.123.958-50,35,452114,Masculino
376.842.019-13,51,204229,Masculino
708.621.593-77,34,306606,Masculino
842.173.905-05,28,278362,Masculino
901.768.234-50,54,423605,Masculino
268.305.491-24,33,99277,Feminino
940.361.275-43,27,160398,Masculino
726.905.348-00,33,195561,Masculino
912.760.358-02,43,251245,Masculino
168.257.930-12,37,327695,Feminino
692.350.781-21,47,413923,Masculino
203.418.569-24,30,448811,Feminino
845.731.260-07,42,259939,Feminino
468.209.715-67,31,322836,Feminino
107.349.682-13,40,401874,Masculino
890.436.172-96,33,206946,Feminino
684.520.739-92,30,93943,Masculino
549.208.731-23,31,124401,Masculino
168.245.097-01,25,241045,Masculino
864.730.915-48,42,339090,Masculino
497.865.312-64,32,125213,Masculino
426.713.590-80,29,416119,Feminino
875.462.019-85,33,492405,Feminino
134.695.208-60,34,321949,Masculino
274.091.358-32,33,262527,Feminino
026.184.973-50,33,208429,Masculino
729.451.863-73,36,118180,Masculino
518.936.274-46,28,174316,Masculino
970.864.512-58,30,434953,Feminino
243.670.951-34,39,233874,Feminino
830.956.124-51,27,379846,Feminino
837.619.042-31,37,384435,Masculino
715.640.829-11,35,195039,Masculino
954.361.078-93,33,355530,Feminino
402.386.195-24,33,378961,Masculino
072.318.654-53,36,499868,Masculino
354.967.102-43,37,470054,Masculino
351.498.726-28,26,479431,Feminino
708.129.463-40,39,233739,Masculino
654.709.321-25,26,184647,Masculino
138.276.095-77,39,357239,Masculino
038.594.621-05,37,166952,Masculino
124.079.863-69,40,407916,Masculino
796.453.210-34,34,259946,Feminino
730.581.296-02,34,357619,Feminino
784.032.916-04,33,399460,Masculino
724.630.591-25,32,255069,Masculino
158.704.296-76,34,391910,Masculino
359.741.682-91,30,481341,Feminino
785.036.491-01,37,139830,Masculino
591.082.764-20,40,263679,Feminino
267.539.184-00,34,218601,Masculino
831.762.540-08,45,372825,Masculino
768.524.930-83,33,215387,Masculino
346.708.952-65,33,354329,Masculino
716.532.840-80,37,206533,Masculino
346.187.902-96,34,225358,Masculino
917.046.583-57,34,432001,Masculino
032.186.495-60,46,263916,Masculino
908.326.147-69,32,134182,Feminino
540.291.783-32,29,390111,Masculino
058.692.417-58,32,132801,Masculino
386.509.247-00,33,443273,Feminino
467.591.830-10,33,210344,Masculino
104.329.587-97,35,113395,Feminino
948.637.510-01,34,281964,Feminino
981.642.730-31,31,384548,Feminino
967.052.418-02,26,142470,Feminino
823.175.604-35,36,439226,Feminino
168.375.209-03,35,448846,Masculino
258.739.061-30,28,427681,Masculino
239.415.760-70,42,375680,Masculino
685.790.134-10,40,452694,Masculino
671.493.028-31,42,116523,Feminino
469.187.235-37,29,467752,Masculino
062.835.419-33,29,342082,Feminino
547.203.198-23,32,118497,Masculino
056.218.493-70,31,214605,Masculino
584.673.129-55,37,405120,Masculino
529.316.740-52,37,392474,Feminino
694.501.283-24,48,276509,Masculino
720.943.568-92,28,389285,Masculino
967.325.480-00,48,395637,Masculino
527.068.913-86,30,284867,Masculino
478.210.659-94,39,443306,Masculino
917.038.452-50,32,301932,Masculino
672.981.034-31,41,389579,Feminino
450.281.796-11,26,238143,Masculino
271.506.348-26,28,381140,Masculino
693.510.827-68,50,308993,Masculino
567.209.841-01,34,372793,Masculino
091.867.253-86,28,446720,Feminino
546.980.173-00,34,385252,Masculino
437.952.801-41,33,296932,Masculino
895.604.317-57,37,494509,Masculino
175.430.682-90,41,419719,Masculino
132.875.940-79,51,133053,Masculino
108.693.247-13,37,366462,Feminino
247.893.106-04,32,207344,Masculino
483.029.567-83,35,271197,Feminino
375.802.961-95,33,473184,Masculino
839.156.427-46,50,180758,Masculino
192.487.036-31,35,341435,Masculino
758.123.960-86,35,88269,Masculino
201.469.735-34,32,224303,Masculino
762.814.395-46,30,172469,Feminino
754.316.809-00,37,180275,Masculino
425.681.790-58,37,255439,Masculino
208.951.473-60,42,217699,Masculino
863.425.190-05,28,141224,Feminino
849.321.705-05,36,230756,Masculino
526.901.738-59,51,110686,Masculino
679.510.823-68,50,137299,Masculino
940.856.312-33,26,424776,Feminino
982.341.065-89,34,179022,Feminino
397.824.506-00,28,228299,Masculino
869.541.032-33,26,150238,Masculino
524.901.638-33,25,266510,Masculino
649.531.820-06,40,254163,Masculino
082.753.964-92,41,177321,Masculino
253.089.146-05,32,415294,Masculino
648.021.759-49,35,242827,Masculino
825.709.436-65,43,386888,Feminino
467.091.258-58,37,402385,Masculino
482.031.957-41,31,362565,Masculino
089.647.325-29,41,493528,Masculino
796.842.501-85,37,292190,Masculino
260.915.487-94,28,200948,Masculino
907.625.481-85,30,427666,Masculino
764.951.380-75,32,251871,Masculino
139.450.862-05,35,432312,Masculino
023.785.416-35,51,193425,Masculino
840.256.971-49,34,471999,Masculino
826.405.137-53,34,244594,Masculino
739.154.860-00,48,294070,Masculino
148.756.903-39,28,314326,Feminino
032.694.587-38,36,220707,Feminino
105.324.789-32,30,89083,Masculino
870.193.564-00,29,424505,Masculino
318.690.752-77,27,125226,Masculino
109.326.748-87,29,138764,Feminino
396.018.427-13,37,205687,Masculino
398.014.527-14,52,424219,Masculino
493.506.182-06,25,108631,Feminino
814.273.056-17,33,403369,Masculino
375.468.192-37,27,168197,Masculino
504.912.736-06,50,312106,Masculino
829.467.051-02,26,111968,Feminino
879.215.406-94,30,184019,Feminino
327.815.096-12,45,185888,Masculino
104.728.956-30,32,233875,Masculino
415.268.907-20,26,164923,Feminino
624.791.530-61,40,377851,Masculino
856.394.720-65,27,231670,Masculino
478.691.025-20,33,440363,Masculino
261.870.534-35,35,296173,Masculino
190.842.753-14,34,298729,Feminino
510.627.349-80,42,410809,Masculino
914.638.752-82,39,126748,Masculino
453.698.071-75,49,146800,Masculino
250.416.987-67,34,121399,Masculino
817.946.023-13,34,247450,Masculino
094.518.236-89,42,156169,Feminino
806.532.147-07,35,464324,Masculino
765.043.189-48,26,284838,Masculino
306.581.749-75,36,437307,Feminino
324.569.807-00,54,143096,Masculino
719.526.083-68,25,473736,Masculino
058.139.642-15,42,303690,Feminino
506.291.734-43,27,187404,Feminino
370.524.869-38,39,305405,Masculino
571.428.693-64,28,491341,Masculino
182.679.043-87,41,194192,Masculino
104.569.723-07,25,483500,Feminino
135.974.620-06,26,151088,Masculino
723.605.819-02,37,275299,Feminino
283.950.716-12,33,222585,Masculino
156.830.249-51,34,229701,Masculino
931.570.628-59,39,456417,Feminino
493.687.510-48,26,306664,Masculino
736.150.942-80,29,110626,Masculino
647.380.251-71,41,168263,Masculino
723.945.068-65,41,133869,Feminino
095.436.781-20,34,114719,Masculino
031.257.964-07,26,115791,Masculino
285.469.017-67,37,194934,Masculino
850.214.367-08,29,256324,Feminino
127.895.043-50,34,203452,Masculino
732.845.069-00,41,360077,Masculino
475.291.860-94,26,285395,Feminino
698.324.105-33,28,217126,Feminino
521.309.678-68,41,378176,Masculino
725.913.086-59,42,238159,Feminino
596.387.420-38,34,212735,Masculino
097.352.618-12,25,225498,Masculino
291.748.360-13,40,322704,Feminino
287.053.469-83,31,462566,Masculino
427.953.806-92,37,93506,Masculino
704.218.369-03,36,366112,Masculino
368.524.791-37,40,372108,Masculino
795.480.613-84,35,191003,Feminino
457.296.108-58,42,476340,Feminino
769.281.053-21,40,371290,Masculino
831.475.026-35,36,319270,Feminino
451.208.376-62,27,172066,Masculino
469.813.275-46,50,138694,Masculino
162.089.375-40,27,462188,Feminino
842.019.537-50,37,215810,Masculino
024.513.978-88,30,316132,Feminino
154.392.680-06,34,169150,Masculino
310.682.947-87,33,405638,Masculino
612.853.407-44,42,371623,Masculino
127.638.459-91,28,134696,Feminino
439.201.857-14,30,171301,Feminino
765.208.349-47,32,435908,Masculino
546.130.289-06,35,132032,Masculino
068.219.354-24,28,290392,Feminino
702.831.459-60,36,474885,Masculino
104.526.389-33,39,350786,Feminino
329.741.658-00,47,448738,Masculino
507.164.928-49,34,361329,Masculino
571.068.342-62,34,474084,Masculino
081.764.593-48,40,392782,Masculino
351.698.027-30,40,135717,Masculino
256.103.487-90,28,437223,Masculino
765.392.084-56,51,180016,Masculino
017.856.932-12,27,476622,Masculino
781.053.429-79,54,453293,Masculino
821.074.369-40,48,491243,Masculino
693.871.542-46,35,373877,Feminino
753.284.169-37,42,403620,Feminino
143.087.952-14,27,281565,Masculino
295.486.137-19,34,315209,Masculino
120.736.849-04,32,165424,Masculino
614.802.537-07,37,406782,Feminino
758.192.063-12,47,93950,Masculino
583.247.906-83,47,110576,Masculino
408.976.251-02,36,97571,Masculino
869.210.435-33,35,190576,Feminino
437.926.108-50,34,449687,Masculino
564.798.213-19,48,153260,Masculino
098.536.721-03,29,188116,Masculino
623.478.905-65,25,210459,Masculino
470.269.135-06,40,218898,Masculino
358.927.641-09,53,278823,Feminino
805.921.637-68,35,399378,Feminino
850.163.429-89,25,487075,Masculino
109.253.647-70,29,492130,Masculino
452.307.918-88,51,362553,Feminino
769.148.320-13,28,487352,Masculino
072.958.314-79,35,88990,Masculino
758.603.941-01,31,80705,Masculino
978.316.420-13,41,268388,Feminino
472.583.961-28,44,330597,Feminino
481.379.025-97,30,189287,Masculino
437.295.108-60,40,336152,Masculino
401.685.372-90,25,102293,Feminino
709.824.631-03,33,145281,Masculino
768.324.109-13,34,98197,Masculino
821.340.569-24,37,328405,Masculino
879.365.410-39,31,146192,Masculino
931.207.856-95,35,312421,Masculino
051.472.938-41,29,458401,Feminino
948.602.753-65,37,368582,Masculino
167.849.023-78,43,340073,Feminino
917.208.345-04,36,327678,Feminino
940.851.362-24,37,210785,Masculino
109.284.635-24,40,224260,Masculino
475.286.093-74,48,204093,Masculino
685.970.413-66,47,199127,Masculino
870.346.952-29,28,485754,Masculino
106.724.538-35,27,139727,Masculino
071.285.469-01,27,336880,Masculino
164.809.527-58,48,185659,Masculino
652.071.389-95,35,470334,Masculino
854.623.097-83,31,484168,Masculino
042.619.758-58,31,219696,Masculino
563.184.029-42,55,210272,Masculino
098.642.317-31,26,383151,Feminino
462.785.190-11,34,478026,Feminino
086.493.217-04,37,372936,Feminino
041.973.528-32,35,495637,Masculino
531.087.629-40,39,155621,Masculino
327.490.865-74,30,434274,Masculino
360.895.174-10,29,284860,Masculino
017.865.342-07,42,418372,Masculino
659.827.301-30,39,217638,Masculino
861.294.570-49,34,168173,Masculino
296.703.841-50,37,482251,Masculino
159.370.248-50,37,128873,Feminino
403.519.687-84,39,477419,Masculino
158.629.370-21,39,109151,Feminino
236.854.791-64,41,395650,Masculino
836.714.052-44,37,413571,Masculino
425.731.089-88,42,460209,Masculino
690.247.315-34,41,336166,Masculino
264.701.359-43,37,407292,Masculino
245.791.368-37,36,150408,Masculino
845.309.671-66,43,160345,Feminino
790.634.581-93,28,184371,Masculino
623.054.879-83,36,210764,Masculino
174.539.280-79,27,347624,Masculino
724.365.801-62,37,234982,Masculino
960.142.385-06,27,224670,Masculino
806.143.597-75,36,114893,Feminino
528.197.643-55,28,383676,Feminino
714.623.908-03,33,437116,Masculino
498.027.561-30,30,191545,Masculino
516.094.327-70,35,278575,Masculino
678.214.095-02,28,296954,Masculino
815.370.629-21,44,81280,Masculino
637.519.408-39,46,334191,Feminino
975.681.420-94,32,304787,Masculino
430.865.219-70,35,199360,Masculino
075.128.634-62,40,454405,Masculino
926.107.583-59,31,369448,Masculino
463.892.157-46,36,282794,Feminino
270.653.918-68,47,212821,Feminino
516.904.387-20,42,412708,Masculino
236.045.789-65,37,125161,Masculino
390.841.652-33,40,462903,Masculino
940.518.627-20,27,329409,Masculino
674.329.850-65,39,440782,Feminino
629.175.803-21,28,194763,Feminino
351.840.679-57,46,488023,Feminino
680.475.193-01,29,496876,Masculino
049.782.635-65,27,480846,Masculino
174.586.930-10,30,444477,Masculino
549.837.016-48,47,441879,Masculino
173.852.964-91,33,270722,Masculino
314.507.296-06,48,102248,Feminino
620.753.981-86,33,176269,Masculino
840.723.961-50,29,356922,Feminino
248.731.906-22,34,213585,Masculino
869.147.532-37,39,101037,Masculino
812.943.567-55,41,489423,Masculino
028.315.764-07,35,323368,Masculino
259.386.104-51,35,105752,Feminino
419.508.376-10,26,394439,Masculino
230.798.516-68,28,172186,Masculino
587.604.931-00,33,155405,Feminino
096.453.718-48,40,304399,Feminino
502.419.637-61,31,463016,Masculino
396.085.241-05,26,320070,Masculino
561.082.437-08,33,107149,Masculino
826.590.137-21,39,119711,Masculino
324.817.056-53,37,281352,Masculino
378.914.602-13,37,222234,Masculino
019.235.687-95,41,476592,Masculino
928.430.765-10,29,299211,Masculino
850.431.297-60,29,416490,Masculino
470.836.152-17,31,360017,Masculino
813.027.496-50,35,438782,Masculino
547.906.138-01,32,172443,Feminino
208.613.754-08,35,457503,Feminino
487.059.213-41,36,97208,Feminino
925.316.480-89,39,254106,Masculino
285.314.976-55,25,211345,Masculino
963.054.782-10,28,378563,Masculino
076.128.594-67,25,95100,Masculino
279.318.450-05,28,357348,Feminino
512.467.803-80,36,331611,Masculino
610.935.872-02,40,442637,Feminino
293.815.046-60,36,89757,Masculino
506.782.431-07,31,490207,Masculino
713.046.298-13,55,257600,Masculino
630.927.845-29,26,387177,Masculino
786.935.241-19,29,202538,Masculino
978.023.461-69,25,342562,Masculino
683.045.172-80,41,279616,Masculino
914.586.327-09,40,460977,Masculino
057.162.849-49,28,392934,Feminino
654.387.029-00,29,207533,Masculino
231.786.594-55,33,198702,Masculino
902.378.546-00,33,222341,Masculino
321.768.490-78,42,339274,Masculino
513.289.670-77,39,466694,Feminino
327.604.518-44,25,179996,Masculino
154.239.608-51,45,329302,Masculino
305.892.714-23,36,416733,Masculino
469.270.583-38,52,461715,Masculino
392.540.718-97,33,388868,Masculino
864.370.521-71,25,99304,Feminino
091.876.432-78,50,415854,Masculino
471.356.209-25,29,295688,Feminino
071.693.584-84,34,319447,Feminino
235.814.079-14,34,232552,Masculino
547.901.236-34,37,176966,Masculino
521.430.689-05,39,159981,Feminino
501.483.967-39,36,491985,Masculino
820.416.579-01,32,487775,Masculino
457.108.362-90,35,171838,Masculino
243.795.601-80,35,136852,Masculino
624.703.519-52,41,150676,Feminino
396.205.487-10,32,92446,Masculino
430.219.865-60,36,481016,Masculino
490.268.375-00,30,231088,Feminino
694.873.251-82,25,91261,Masculino
169.208.543-33,41,359918,Masculino
495.621.083-33,49,380436,Masculino
984.362.501-33,37,479301,Masculino
503.492.761-61,35,299429,Feminino
714.325.980-23,30,425502,Masculino
768.209.351-02,41,264819,Masculino
098.437.261-03,41,210453,Masculino
597.410.863-93,54,371926,Masculino
985.304.726-83,30,389927,Masculino
134.276.085-90,34,172365,Feminino
954.213.760-52,27,277866,Masculino
042.736.189-31,39,157910,Feminino
295.483.061-15,35,473551,Feminino
354.687.029-83,48,347652,Masculino
035.261.897-30,26,251612,Masculino
049.165.238-06,39,171984,Feminino
632.451.970-80,34,446729,Masculino
450.172.689-01,28,123030,Masculino
701.864.523-90,27,94210,Masculino
957.460.321-07,41,499761,Masculino
254.638.901-70,35,244516,Masculino
782.140.395-41,33,250066,Masculino
253.678.940-38,36,149339,Masculino
604.329.187-87,40,314021,Masculino
968.347.150-10,26,385453,Masculino
518.934.726-55,31,273694,Masculino
035.817.496-10,55,154641,Masculino
478.163.592-09,33,124325,Masculino
537.290.184-50,34,279664,Masculino
642.891.570-76,34,215457,Feminino
428.751.093-32,30,433991,Masculino
087.193.625-95,37,216142,Feminino
190.635.274-70,37,412074,Masculino
327.956.841-28,40,178539,Masculino
658.403.927-74,37,422514,Masculino
561.039.248-98,44,418514,Masculino
814.035.267-53,36,210516,Masculino
014.865.392-89,34,419897,Masculino
759.381.640-01,31,275568,Masculino
502.437.891-14,25,422636,Masculino
397.150.246-61,37,417583,Masculino
347.061.295-16,33,364802,Feminino
512.730.849-50,35,432432,Masculino
642.357.189-91,26,149327,Masculino
809.624.713-13,27,98244,Feminino
751.086.324-44,33,298046,Masculino
706.934.215-25,45,219414,Feminino
938.541.270-14,28,243229,Masculino
697.052.384-56,37,130050,Masculino
829.105.367-77,26,149757,Masculino
105.742.693-80,39,122424,Masculino
198.657.340-01,28,324508,Feminino
120.678.593-40,36,132635,Masculino
754.028.163-44,29,114832,Masculino
497.638.015-75,39,142709,Masculino
805.319.462-15,30,283450,Feminino
851.370.264-17,30,398546,Masculino
306.489.217-78,33,189314,Masculino
586.079.421-58,32,348640,Masculino
471.852.093-23,29,413579,Masculino
503.682.974-38,43,404283,Masculino
597.803.421-41,35,280593,Masculino
625.470.813-26,42,457069,Masculino
021.759.643-61,27,109820,Masculino
230.694.517-99,29,456351,Feminino
204.691.375-25,30,91305,Feminino
591.463.028-24,39,294485,Masculino
910.376.542-34,26,274883,Masculino
726.013.489-50,39,229707,Masculino
918.026.457-30,32,485262,Masculino
924.183.570-23,28,467183,Masculino
567.480.392-74,35,299620,Masculino
702.916.538-12,27,140941,Feminino
951.028.473-41,54,409448,Feminino
726.890.351-03,33,343102,Masculino
340.672.819-78,26,325868,Masculino
327.094.618-03,34,199684,Feminino
195.842.370-04,33,393008,Masculino
042.863.197-50,48,230423,Masculino
891.603.547-39,36,320444,Masculino
648.297.305-10,47,177676,Masculino
985.427.360-10,51,351354,Feminino
542.813.079-23,55,389106,Masculino
590.638.147-39,50,114869,Feminino
795.108.346-10,34,281240,Masculino
108.926.734-78,37,450226,Feminino
075.394.286-00,30,132006,Feminino
679.180.542-02,27,341608,Masculino
478.512.390-79,42,244420,Masculino
418.065.273-08,37,213165,Feminino
028.513.469-89,36,146163,Masculino
598.417.063-93,29,272146,Masculino
014.528.936-24,48,134879,Masculino
823.794.156-09,31,384300,Masculino
298.635.740-74,27,131809,Masculino
017.289.345-32,39,112183,Masculino
608.419.257-20,35,158631,Feminino
297.365.184-00,35,456654,Masculino
720.693.154-52,32,449434,Feminino
175.329.806-77,28,100812,Masculino
879.504.123-05,36,166887,Masculino
106.534.928-98,28,368883,Feminino
913.608.245-70,45,399218,Feminino
162.034.589-70,35,234146,Feminino
253.047.916-06,42,384140,Masculino
375.698.410-93,27,199697,Feminino
237.541.809-32,39,365490,Masculino
940.538.126-15,33,451254,Feminino
305.279.846-47,28,182686,Feminino
185.673.204-53,36,127721,Feminino
641.079.825-30,34,369391,Feminino
376.914.582-82,35,274902,Feminino
239.104.658-89,30,463630,Feminino
531.682.704-07,37,241811,Masculino
408.627.351-90,34,138743,Feminino
517.649.083-84,45,203023,Masculino
287.194.305-23,42,495448,Masculino
871.302.659-30,36,485935,Feminino
395.624.871-64,39,211456,Feminino
179.524.630-80,40,113394,Masculino
042.638.159-98,26,285444,Masculino
743.916.258-73,34,254952,Feminino
627.093.185-12,30,116017,Feminino
957.042.613-61,36,447067,Masculino
194.273.605-34,39,418914,Feminino
942.758.601-01,28,452151,Masculino
360.248.195-60,26,145211,Masculino
694.703.125-70,29,358174,Masculino
278.695.013-95,35,307865,Masculino
501.297.648-76,31,482099,Masculino
639.581.704-39,40,323527,Feminino
306.718.429-78,31,180338,Feminino
218.569.730-77,36,100076,Feminino
763.820.419-04,26,109674,Masculino
903.412.765-61,27,364884,Feminino
417.508.639-01,37,350280,Feminino
304.695.127-25,40,403278,Masculino
945.260.783-10,40,380103,Feminino
285.106.973-02,37,167086,Feminino
640.387.925-10,28,330248,Masculino
781.920.654-30,33,191095,Masculino
694.075.328-10,41,225421,Masculino
371.640.985-57,33,273788,Masculino
526.173.098-86,40,471205,Feminino
524.713.089-88,43,84956,Feminino
098.175.342-60,26,103274,Masculino
726.591.384-19,30,419503,Masculino
574.128.063-35,31,323221,Masculino
608.527.134-44,40,163275,Masculino
056.348.297-47,49,145960,Masculino
426.509.813-42,37,254897,Feminino
354.106.879-57,54,464770,Masculino
052.176.349-52,27,330351,Masculino
895.430.276-92,36,307121,Masculino
681.092.734-40,31,186194,Masculino
670.941.583-00,45,334869,Masculino
718.245.639-73,36,91544,Feminino
526.974.381-73,30,280504,Masculino
047.862.359-38,31,391038,Masculino
654.923.018-70,30,140837,Masculino
926.571.308-95,31,240186,Masculino
467.253.089-29,25,431790,Masculino
249.836.507-92,40,128327,Feminino
571.249.368-37,37,351862,Feminino
508.413.269-24,41,494582,Feminino
328.159.067-59,27,283036,Masculino
024.987.653-10,33,260357,Masculino
702.891.456-94,33,478686,Masculino
265.097.438-92,35,124270,Masculino
840.692.375-00,25,395569,Feminino
073.452.189-88,35,434153,Masculino
196.357.048-01,45,326813,Feminino
073.691.524-99,51,283485,Masculino
732.851.469-82,29,356642,Masculino
485.601.397-10,29,85809,Masculino
173.056.498-48,31,163506,Masculino
753.614.208-08,26,97010,Masculino
417.396.258-46,25,99902,Masculino
782.054.631-07,41,259208,Feminino
103.429.768-69,40,392459,Masculino
930.782.146-13,41,175865,Masculino
138.709.625-77,31,234816,Feminino
980.347.251-88,25,463250,Feminino
917.042.563-99,33,411007,Masculino
763.480.129-13,36,403177,Masculino
912.538.067-21,35,384445,Masculino
263.871.945-55,41,323626,Masculino
278.394.150-32,30,375966,Masculino
796.205.413-16,40,489749,Masculino
752.316.498-64,31,419182,Masculino
350.491.267-70,26,183412,Masculino
092.146.835-06,27,208402,Feminino
457.230.689-38,25,113631,Masculino
403.567.829-56,28,357287,Feminino
058.631.974-39,34,291902,Masculino
957.126.384-28,41,145430,Masculino
072.134.698-78,50,476882,Masculino
625.390.871-59,50,402891,Masculino
034.572.819-04,33,441162,Masculino
087.152.964-58,36,445210,Masculino
860.954.137-10,44,234335,Feminino
609.174.253-16,35,216202,Masculino
836.419.502-60,39,438201,Masculino
816.740.523-08,34,277432,Masculino
713.402.598-50,27,425120,Masculino
132.647.809-50,40,97574,Masculino
021.547.698-02,33,487309,Masculino
375.142.890-97,37,199817,Feminino
641.072.835-26,37,288566,Masculino
129.865.730-02,33,415968,Masculino
348.796.052-47,33,183602,Masculino
598.062.317-59,27,93051,Feminino
815.972.304-05,55,306006,Feminino
423.780.561-17,33,480966,Feminino
957.026.431-43,32,255523,Feminino
835.917.260-95,34,351186,Feminino
105.697.423-07,37,251396,Masculino
704.352.916-61,30,317226,Feminino
710.643.925-80,27,307762,Masculino
951.782.436-09,39,130147,Feminino
720.563.891-77,32,352624,Feminino
596.730.281-68,43,197270,Masculino
847.952.063-92,40,372047,Masculino
053.947.186-01,25,231146,Masculino
310.786.429-31,39,391090,Masculino
956.270.381-95,28,203630,Feminino
708.962.345-92,37,413794,Feminino
704.619.835-75,47,410679,Masculino
864.507.192-49,40,189436,Masculino
806.514.723-26,51,124805,Feminino
962.547.103-07,36,332549,Masculino
541.037.698-66,30,228257,Masculino
465.297.038-29,40,390984,Feminino
826.197.045-02,31,255714,Masculino
189.756.023-03,34,325606,Masculino
376.029.845-10,27,345662,Masculino
296.874.105-58,36,378991,Feminino
834.065.792-56,25,198625,Feminino
086.459.731-20,43,265025,Feminino
826.741.309-03,29,282894,Masculino
936.450.721-52,25,172122,Masculino
218.456.970-49,41,115358,Masculino
720.453.691-61,31,365284,Masculino
107.389.625-03,36,218964,Feminino
217.650.349-06,35,81624,Masculino
634.087.195-00,26,321666,Masculino
374.901.652-61,32,211576,Masculino
862.459.710-20,33,174302,Masculino
981.046.725-76,27,168604,Masculino
069.234.817-40,36,313386,Masculino
386.910.527-59,26,296890,Feminino
943.705.268-92,34,240811,Feminino
193.687.504-75,27,395400,Masculino
741.830.952-04,28,148634,Masculino
597.308.416-75,33,127182,Masculino
762.083.945-38,39,438369,Masculino
671.903.582-77,31,327563,Masculino
853.921.674-46,39,180484,Masculino
698.421.530-70,48,209057,Feminino
840.612.593-42,35,463802,Feminino
054.318.927-97,35,104120,Masculino
086.795.132-02,30,405798,Masculino
269.517.083-12,33,251393,Masculino
405.286.971-02,32,387524,Feminino
497.153.628-00,36,116695,Masculino
925.763.418-37,33,400127,Masculino
829.653.714-19,34,168769,Masculino
154.897.326-28,25,429980,Masculino
932.014.687-03,29,251305,Masculino
028.576.193-59,42,175102,Masculino
576.084.932-83,35,462433,Feminino
329.670.584-83,36,156322,Masculino
324.915.786-46,42,126090,Masculino
249.081.736-13,37,349058,Feminino
590.683.427-38,55,378598,Masculino
531.498.702-32,34,239765,Masculino
490.163.572-70,41,116895,Masculino
852.670.439-74,35,146197,Masculino
968.701.254-49,26,362889,Masculino
140.698.532-51,30,384461,Masculino
503.492.781-05,28,273937,Masculino
290.576.843-65,33,498808,Feminino
864.730.125-08,33,336681,Feminino
198.743.506-01,35,203541,Masculino
021.437.986-87,41,265474,Feminino
259.186.734-82,31,234730,Masculino
826.530.179-03,34,239341,Feminino
305.649.781-75,37,289132,Masculino
167.032.458-35,33,479534,Feminino
897.460.123-04,47,497893,Masculino
216.407.589-76,42,351596,Masculino
568.431.972-64,40,337150,Masculino
741.369.025-06,37,351634,Masculino
670.182.945-76,35,462338,Masculino
480.297.165-67,52,82874,Masculino
269.874.301-87,37,247673,Feminino
365.708.149-66,33,225594,Masculino
032.789.156-40,32,222746,Masculino
803.751.264-90,30,136750,Masculino
146.735.829-00,30,483872,Masculino
054.732.198-88,29,266061,Feminino
647.213.059-07,31,419221,Masculino
791.584.326-55,40,204026,Feminino
053.178.926-86,36,152637,Masculino
194.327.658-73,30,162608,Masculino
841.297.503-05,48,188992,Masculino
428.379.056-74,45,177620,Feminino
019.462.587-76,35,495674,Masculino
178.594.260-30,42,181916,Masculino
793.680.542-74,25,328997,Feminino
305.419.782-41,29,226973,Masculino
861.259.370-03,36,282201,Feminino
304.672.518-35,50,347542,Masculino
160.459.273-70,25,162469,Masculino
647.319.852-00,30,208618,Masculino
243.896.501-06,45,140997,Feminino
051.482.679-76,26,278132,Masculino
782.513.946-19,39,336374,Masculino
901.246.578-85,31,485236,Masculino
934.268.501-33,31,338132,Masculino
310.284.597-50,31,418427,Feminino
753.680.214-53,40,238597,Feminino
581.397.602-77,42,461620,Masculino
671.309.285-30,28,301078,Masculino
865.901.473-10,40,262398,Masculino
798.423.160-50,33,299128,Masculino
789.534.612-19,35,209248,Feminino
623.815.974-09,41,272833,Feminino
723.091.546-52,32,376879,Masculino
157.902.648-67,44,407533,Masculino
502.814.963-15,35,125849,Feminino
850.971.643-93,49,287703,Masculino
937.480.125-60,32,372769,Masculino
623.978.051-03,25,352457,Masculino
842.719.036-04,39,315139,Masculino
803.471.259-05,35,418085,Masculino
591.438.270-04,36,133082,Masculino
947.283.061-78,29,460440,Feminino
875.912.436-91,32,140257,Masculino
784.156.923-82,36,198194,Masculino
712.843.650-26,28,180161,Masculino
517.389.462-82,36,354046,Feminino
476.891.035-10,47,382575,Feminino
736.504.219-25,42,138535,Masculino
589.014.627-02,39,210738,Masculino
801.792.365-12,30,332864,Masculino
094.618.253-15,36,430197,Feminino
530.614.789-57,27,100052,Masculino
795.016.428-01,39,161882,Masculino
718.439.520-41,29,277057,Masculino
186.079.432-78,36,246475,Masculino
617.504.298-02,36,172039,Masculino
875.123.964-73,33,480091,Masculino
815.037.462-08,34,362562,Masculino
217.853.604-26,40,498565,Feminino
184.320.795-88,39,155342,Masculino
432.685.179-19,37,256510,Feminino
085.432.179-97,45,145472,Masculino
376.940.215-43,37,422445,Masculino
950.481.327-50,37,392140,Masculino
839.564.207-56,36,195751,Feminino
890.145.627-30,37,487003,Masculino
857.310.926-21,36,201311,Feminino
976.158.324-46,35,182466,Feminino
350.197.462-07,33,369095,Masculino
208.164.973-03,30,174311,Masculino
392.705.418-60,37,365047,Masculino
