cpf,hora,data,produto,preço,quantidade,filial,vendedor,operação,total
743.296.150-61,22:43,06/02/2023,BYD Qin Pro,"200000,0",1,1,Lucas,avista,"200000,0"
306.192.487-69,08:22,26/02/2023,BYD Qin Pro,"200000,0",1,1,Antônio,parcelado,"200000,0"
851.476.930-84,10:06,07/06/2023,BYD e5,"220000,0",1,1,Erick,avista,"220000,0"
364.175.209-43,21:13,25/01/2023,BYD Yuan Pro,"180000,0",1,1,Lucas,avista,"180000,0"
014.875.936-00,16:52,08/11/2023,BYD Yuan Pro,"180000,0",1,2,Vinicius,avista,"180000,0"
093.267.541-70,22:22,17/04/2023,BYD Qin Pro,"200000,0",1,2,Gabriel,avista,"200000,0"
319.740.658-39,14:38,07/01/2023,BYD e5,"220000,0",1,2,Eduardo,avista,"220000,0"
830.256.417-62,15:45,28/01/2023,BYD Qin Pro,"200000,0",1,1,Gabriel,parcelado,"200000,0"
806.214.973-04,21:08,19/01/2023,BYD Qin Pro,"200000,0",1,2,Mateus,parcelado,"200000,0"
935.074.812-60,12:31,05/03/2023,BYD e5,"220000,0",1,1,Antônio,parcelado,"220000,0"
632.170.594-25,14:49,28/02/2023,BYD e5,"220000,0",1,1,Vinicius,parcelado,"220000,0"
109.854.637-75,14:55,15/12/2023,BYD Yuan Pro,"180000,0",1,2,Eduardo,parcelado,"180000,0"
307.281.546-17,20:14,03/07/2023,BYD Qin Pro,"200000,0",1,1,Eduardo,parcelado,"200000,0"
908.712.345-05,12:01,06/12/2023,BYD e5,"220000,0",1,2,Gabriel,parcelado,"220000,0"
823.751.649-46,20:10,18/12/2023,BYD e5,"220000,0",1,2,Antônio,parcelado,"220000,0"
728.064.159-85,10:48,14/02/2023,BYD e5,"220000,0",1,1,Erick,parcelado,"220000,0"
618.345.270-07,22:12,12/12/2023,BYD Song Pro,"250000,0",1,1,Mateus,parcelado,"250000,0"
690.247.315-34,15:32,03/08/2023,BYD e5,"220000,0",1,2,Eduardo,avista,"220000,0"
351.920.786-95,09:37,08/02/2023,BYD Tang,"300000,0",1,1,Vinicius,avista,"300000,0"
730.461.259-25,21:46,22/01/2023,BYD Song Pro,"250000,0",1,2,Eduardo,parcelado,"250000,0"
264.905.873-00,10:35,15/11/2023,BYD Qin Pro,"200000,0",1,2,Vinicius,avista,"200000,0"
263.871.945-55,15:14,26/04/2023,BYD Qin Pro,"200000,0",1,2,Gabriel,parcelado,"200000,0"
417.682.530-80,16:55,04/01/2023,BYD e5,"220000,0",1,2,Vinicius,avista,"220000,0"
869.210.435-33,10:00,08/07/2023,BYD e5,"220000,0",1,1,Mateus,avista,"220000,0"
463.912.780-40,14:17,09/01/2023,BYD Song Pro,"250000,0",1,2,Eduardo,avista,"250000,0"
213.095.648-33,20:28,27/12/2023,BYD Song Pro,"250000,0",1,1,Theodoro,parcelado,"250000,0"
320.549.168-89,18:54,09/01/2023,BYD Yuan Pro,"180000,0",1,1,Vinicius,avista,"180000,0"
960.731.584-75,17:20,28/11/2023,BYD Yuan Pro,"180000,0",1,1,Eduardo,parcelado,"180000,0"
365.708.149-66,19:48,15/02/2023,BYD Yuan Pro,"180000,0",1,2,Theodoro,parcelado,"180000,0"
075.368.942-10,16:06,12/01/2023,BYD e5,"220000,0",1,1,Gabriel,parcelado,"220000,0"
253.968.701-68,16:23,09/01/2023,BYD e5,"220000,0",1,1,Lucas,parcelado,"220000,0"
842.015.697-30,22:54,28/07/2023,BYD Yuan Pro,"180000,0",1,1,Erick,parcelado,"180000,0"
780.453.962-29,19:41,16/12/2023,BYD Qin Pro,"200000,0",1,1,Theodoro,parcelado,"200000,0"
398.250.674-38,15:26,23/04/2023,BYD e5,"220000,0",1,1,Theodoro,avista,"220000,0"
182.370.569-30,20:31,24/12/2023,BYD Yuan Pro,"180000,0",1,2,Gabriel,parcelado,"180000,0"
685.304.712-53,12:32,29/11/2023,BYD e5,"220000,0",1,2,Mateus,avista,"220000,0"
763.480.129-13,14:20,21/04/2023,BYD e5,"220000,0",1,2,Mateus,parcelado,"220000,0"
815.493.206-70,18:47,16/02/2023,BYD Yuan Pro,"180000,0",1,2,Theodoro,parcelado,"180000,0"
753.614.208-08,16:54,15/03/2023,BYD Song Pro,"250000,0",1,1,Eduardo,parcelado,"250000,0"
916.530.782-86,11:11,20/06/2023,BYD Tang,"300000,0",1,1,Eduardo,parcelado,"300000,0"
029.436.758-65,22:43,08/04/2023,BYD e5,"220000,0",1,1,Lucas,parcelado,"220000,0"
978.053.614-01,09:28,29/01/2023,BYD Song Pro,"250000,0",1,1,Vinicius,parcelado,"250000,0"
275.910.386-21,20:10,16/01/2023,BYD e5,"220000,0",1,1,Eduardo,avista,"220000,0"
673.450.192-25,19:46,13/11/2023,BYD Qin Pro,"200000,0",1,1,Eduardo,parcelado,"200000,0"
951.623.087-30,22:04,25/09/2023,BYD Qin Pro,"200000,0",1,2,Gabriel,parcelado,"200000,0"
240.759.368-56,20:19,11/09/2023,BYD Qin Pro,"200000,0",1,1,Antônio,parcelado,"200000,0"
917.654.238-64,09:31,18/07/2023,BYD Song Pro,"250000,0",1,1,Theodoro,parcelado,"250000,0"
089.721.463-31,18:41,28/01/2023,BYD e5,"220000,0",1,2,Erick,parcelado,"220000,0"
487.013.259-14,11:31,26/02/2023,BYD Song Pro,"250000,0",1,1,Vinicius,parcelado,"250000,0"
386.741.520-07,14:50,28/06/2023,BYD Yuan Pro,"180000,0",1,2,Gabriel,parcelado,"180000,0"
758.123.960-86,11:50,20/03/2023,BYD Song Pro,"250000,0",1,2,Antônio,avista,"250000,0"
145.820.967-94,17:15,03/01/2023,BYD Yuan Pro,"180000,0",1,1,Lucas,parcelado,"180000,0"
234.716.508-90,19:20,08/07/2023,BYD Yuan Pro,"180000,0",1,2,Mateus,parcelado,"180000,0"
716.452.930-25,14:40,26/07/2023,BYD Yuan Pro,"180000,0",1,2,Antônio,avista,"180000,0"
903.124.758-88,14:01,07/07/2023,BYD Qin Pro,"200000,0",1,1,Antônio,parcelado,"200000,0"
123.657.940-25,19:57,23/11/2023,BYD Qin Pro,"200000,0",1,1,Antônio,parcelado,"200000,0"
340.681.952-42,18:55,15/11/2023,BYD Yuan Pro,"180000,0",1,1,Antônio,parcelado,"180000,0"
361.904.258-60,16:29,08/03/2023,BYD e5,"220000,0",1,2,Theodoro,parcelado,"220000,0"
674.391.528-91,18:08,20/02/2023,BYD Yuan Pro,"180000,0",1,1,Antônio,parcelado,"180000,0"
405.263.879-47,15:03,23/11/2023,BYD Song Pro,"250000,0",1,1,Mateus,parcelado,"250000,0"
375.084.162-44,16:44,13/11/2023,BYD Qin Pro,"200000,0",1,1,Erick,parcelado,"200000,0"
231.780.694-96,17:57,07/12/2023,BYD e5,"220000,0",1,1,Theodoro,parcelado,"220000,0"
738.521.096-12,12:13,18/01/2023,BYD Tang,"300000,0",1,1,Vinicius,avista,"300000,0"
947.582.601-76,18:10,11/04/2023,BYD Yuan Pro,"180000,0",1,1,Theodoro,parcelado,"180000,0"
914.528.370-23,19:10,25/02/2023,BYD Yuan Pro,"180000,0",1,2,Eduardo,parcelado,"180000,0"
964.752.810-85,20:24,12/08/2023,BYD Yuan Pro,"180000,0",1,2,Mateus,parcelado,"180000,0"
856.274.913-37,20:26,17/06/2023,BYD e5,"220000,0",1,1,Gabriel,parcelado,"220000,0"
256.714.809-49,18:49,18/11/2023,BYD Yuan Pro,"180000,0",1,2,Theodoro,parcelado,"180000,0"
482.613.790-78,15:38,18/01/2023,BYD Qin Pro,"200000,0",1,2,Eduardo,parcelado,"200000,0"
849.605.132-33,14:36,08/01/2023,BYD Yuan Pro,"180000,0",1,1,Lucas,avista,"180000,0"
140.672.395-99,16:06,04/11/2023,BYD Tang,"300000,0",1,1,Mateus,parcelado,"300000,0"
786.935.241-19,22:20,22/02/2023,BYD e5,"220000,0",1,1,Mateus,parcelado,"220000,0"
710.659.284-67,15:30,22/01/2023,BYD Yuan Pro,"180000,0",1,1,Theodoro,parcelado,"180000,0"
503.678.291-77,16:52,13/09/2023,BYD Qin Pro,"200000,0",1,2,Gabriel,parcelado,"200000,0"
132.809.475-88,10:55,22/11/2023,BYD Yuan Pro,"180000,0",1,1,Gabriel,parcelado,"180000,0"
430.219.657-25,19:23,19/11/2023,BYD e5,"220000,0",1,2,Gabriel,parcelado,"220000,0"
675.308.912-86,13:47,28/01/2023,BYD Yuan Pro,"180000,0",1,2,Antônio,parcelado,"180000,0"
947.582.601-76,18:06,11/03/2023,BYD Tang,"300000,0",1,1,Eduardo,parcelado,"300000,0"
231.409.586-33,17:28,18/04/2023,BYD Yuan Pro,"180000,0",1,1,Antônio,avista,"180000,0"
614.795.382-64,15:02,12/01/2023,BYD e5,"220000,0",1,1,Theodoro,parcelado,"220000,0"
753.180.246-53,19:10,12/01/2023,BYD e5,"220000,0",1,2,Mateus,avista,"220000,0"
712.485.963-82,21:10,01/02/2023,BYD e5,"220000,0",1,2,Antônio,parcelado,"220000,0"
812.043.967-87,18:10,09/02/2023,BYD Qin Pro,"200000,0",1,1,Erick,parcelado,"200000,0"
468.157.309-48,10:31,09/05/2023,BYD Yuan Pro,"180000,0",1,2,Gabriel,parcelado,"180000,0"
275.489.360-10,15:54,05/11/2023,BYD Yuan Pro,"180000,0",1,2,Theodoro,avista,"180000,0"
736.015.429-43,10:37,14/12/2023,BYD Yuan Pro,"180000,0",1,1,Eduardo,parcelado,"180000,0"
192.075.836-40,22:37,04/02/2023,BYD Yuan Pro,"180000,0",1,2,Eduardo,parcelado,"180000,0"
158.067.932-30,20:22,29/04/2023,BYD Qin Pro,"200000,0",1,2,Vinicius,parcelado,"200000,0"
917.628.504-94,10:10,22/01/2023,BYD Yuan Pro,"180000,0",1,1,Lucas,parcelado,"180000,0"
824.135.609-98,12:52,24/02/2023,BYD Tang,"300000,0",1,2,Vinicius,avista,"300000,0"
938.406.517-00,17:34,28/12/2023,BYD e5,"220000,0",1,1,Lucas,parcelado,"220000,0"
620.895.317-03,20:37,26/02/2023,BYD e5,"220000,0",1,1,Theodoro,parcelado,"220000,0"
617.895.203-12,19:40,06/12/2023,BYD Yuan Pro,"180000,0",1,1,Theodoro,parcelado,"180000,0"
895.430.276-92,15:18,09/02/2023,BYD e5,"220000,0",1,2,Eduardo,parcelado,"220000,0"
638.295.017-30,21:37,26/07/2023,BYD Yuan Pro,"180000,0",1,1,Erick,parcelado,"180000,0"
793.648.205-92,22:30,07/04/2023,BYD Song Pro,"250000,0",1,2,Eduardo,parcelado,"250000,0"
815.904.672-30,15:29,22/01/2023,BYD e5,"220000,0",1,2,Vinicius,avista,"220000,0"
439.157.860-39,13:09,02/01/2023,BYD e5,"220000,0",1,1,Mateus,parcelado,"220000,0"
986.142.035-51,19:11,21/05/2023,BYD e5,"220000,0",1,2,Eduardo,parcelado,"220000,0"
821.057.963-03,18:51,21/12/2023,BYD Yuan Pro,"180000,0",1,1,Lucas,avista,"180000,0"
732.851.469-82,11:36,15/03/2023,BYD e5,"220000,0",1,1,Theodoro,parcelado,"220000,0"
163.845.972-09,16:40,14/02/2023,BYD Yuan Pro,"180000,0",1,1,Eduardo,avista,"180000,0"
480.326.179-22,13:36,30/08/2023,BYD Yuan Pro,"180000,0",1,2,Lucas,parcelado,"180000,0"
082.576.319-30,22:26,17/01/2023,BYD e5,"220000,0",1,1,Erick,parcelado,"220000,0"
176.493.082-78,22:34,30/08/2023,BYD e5,"220000,0",1,2,Theodoro,parcelado,"220000,0"
164.507.829-94,11:17,06/02/2023,BYD Yuan Pro,"180000,0",1,1,Lucas,parcelado,"180000,0"
173.096.245-99,17:28,08/12/2023,BYD Song Pro,"250000,0",1,2,Lucas,avista,"250000,0"
861.574.290-11,20:53,07/11/2023,BYD Yuan Pro,"180000,0",1,2,Erick,parcelado,"180000,0"
932.014.687-03,14:56,15/02/2023,BYD Yuan Pro,"180000,0",1,2,Gabriel,parcelado,"180000,0"
823.510.764-35,18:22,05/04/2023,BYD Yuan Pro,"180000,0",1,1,Erick,avista,"180000,0"
752.038.146-35,13:45,05/08/2023,BYD Tang,"300000,0",1,1,Erick,parcelado,"300000,0"
019.645.327-52,15:34,06/03/2023,BYD e5,"220000,0",1,2,Mateus,parcelado,"220000,0"
712.485.963-82,16:58,13/11/2023,BYD Qin Pro,"200000,0",1,1,Erick,parcelado,"200000,0"
657.209.813-30,21:13,25/08/2023,BYD Yuan Pro,"180000,0",1,1,Vinicius,parcelado,"180000,0"
458.230.761-26,11:37,07/01/2023,BYD Qin Pro,"200000,0",1,1,Antônio,avista,"200000,0"
731.586.924-73,14:49,05/05/2023,BYD Qin Pro,"200000,0",1,2,Gabriel,parcelado,"200000,0"
420.635.978-47,17:38,04/01/2023,BYD Qin Pro,"200000,0",1,2,Eduardo,parcelado,"200000,0"
054.712.368-07,19:10,15/12/2023,BYD e5,"220000,0",1,1,Theodoro,avista,"220000,0"
263.198.405-60,20:14,27/11/2023,BYD Yuan Pro,"180000,0",1,1,Gabriel,parcelado,"180000,0"
035.279.418-60,17:46,05/11/2023,BYD Yuan Pro,"180000,0",1,2,Antônio,parcelado,"180000,0"
354.687.029-83,10:16,13/01/2023,BYD Qin Pro,"200000,0",1,2,Erick,avista,"200000,0"
583.170.926-40,22:20,16/12/2023,BYD Song Pro,"250000,0",1,2,Eduardo,avista,"250000,0"
367.829.015-95,19:23,24/09/2023,BYD e5,"220000,0",1,2,Lucas,parcelado,"220000,0"
980.634.251-89,14:01,01/01/2023,BYD e5,"220000,0",1,1,Gabriel,avista,"220000,0"
280.697.135-77,16:12,07/08/2023,BYD e5,"220000,0",1,1,Eduardo,avista,"220000,0"
374.580.612-35,18:56,25/02/2023,BYD Song Pro,"250000,0",1,1,Vinicius,parcelado,"250000,0"
967.325.480-00,09:27,25/05/2023,BYD Yuan Pro,"180000,0",1,2,Mateus,parcelado,"180000,0"
079.532.416-25,15:54,09/01/2023,BYD Yuan Pro,"180000,0",1,2,Eduardo,parcelado,"180000,0"
134.508.976-75,16:59,07/11/2023,BYD Yuan Pro,"180000,0",1,2,Erick,avista,"180000,0"
295.431.607-16,19:52,11/06/2023,BYD Yuan Pro,"180000,0",1,2,Theodoro,parcelado,"180000,0"
043.219.576-99,21:57,06/11/2023,BYD Song Pro,"250000,0",1,1,Mateus,parcelado,"250000,0"
463.572.901-06,15:15,27/12/2023,BYD e5,"220000,0",1,1,Vinicius,parcelado,"220000,0"
830.945.716-20,16:57,25/11/2023,BYD Yuan Pro,"180000,0",1,1,Gabriel,avista,"180000,0"
574.819.360-48,22:41,25/01/2023,BYD Tang,"300000,0",1,1,Antônio,parcelado,"300000,0"
895.264.310-06,19:37,11/01/2023,BYD e5,"220000,0",1,1,Vinicius,avista,"220000,0"
482.319.560-42,15:15,15/04/2023,BYD Qin Pro,"200000,0",1,2,Vinicius,parcelado,"200000,0"
370.486.125-17,10:58,03/02/2023,BYD Qin Pro,"200000,0",1,2,Erick,avista,"200000,0"
743.905.162-99,20:34,11/05/2023,BYD e5,"220000,0",1,2,Erick,avista,"220000,0"
685.970.413-66,22:32,26/03/2023,BYD Yuan Pro,"180000,0",1,2,Vinicius,parcelado,"180000,0"
930.168.725-95,17:32,11/01/2023,BYD Yuan Pro,"180000,0",1,1,Gabriel,parcelado,"180000,0"
713.025.964-70,20:37,17/11/2023,BYD e5,"220000,0",1,2,Eduardo,avista,"220000,0"
754.139.208-14,17:34,20/03/2023,BYD e5,"220000,0",1,2,Antônio,parcelado,"220000,0"
720.196.534-43,09:00,05/02/2023,BYD Song Pro,"250000,0",1,2,Vinicius,parcelado,"250000,0"
729.640.815-49,22:05,12/07/2023,BYD Yuan Pro,"180000,0",1,2,Antônio,avista,"180000,0"
193.562.780-59,16:17,30/01/2023,BYD e5,"220000,0",1,2,Theodoro,parcelado,"220000,0"
095.287.134-32,18:19,24/01/2023,BYD Song Pro,"250000,0",1,2,Theodoro,parcelado,"250000,0"
653.271.049-07,09:00,05/06/2023,BYD Tang,"300000,0",1,2,Eduardo,parcelado,"300000,0"
859.017.432-88,11:53,24/08/2023,BYD Song Pro,"250000,0",1,1,Erick,avista,"250000,0"
974.853.160-01,09:46,26/04/2023,BYD Yuan Pro,"180000,0",1,2,Mateus,parcelado,"180000,0"
264.903.758-00,16:15,25/11/2023,BYD e5,"220000,0",1,2,Lucas,avista,"220000,0"
095.436.781-20,22:43,29/11/2023,BYD Qin Pro,"200000,0",1,2,Theodoro,parcelado,"200000,0"
038.597.146-00,20:41,13/04/2023,BYD Tang,"300000,0",1,2,Eduardo,parcelado,"300000,0"
293.640.581-51,15:47,05/06/2023,BYD Song Pro,"250000,0",1,2,Eduardo,parcelado,"250000,0"
235.048.796-29,15:50,29/05/2023,BYD Qin Pro,"200000,0",1,1,Erick,parcelado,"200000,0"
467.021.539-61,17:16,17/12/2023,BYD e5,"220000,0",1,1,Antônio,parcelado,"220000,0"
871.623.509-68,10:56,21/02/2023,BYD Qin Pro,"200000,0",1,1,Antônio,parcelado,"200000,0"
673.014.852-71,20:16,23/01/2023,BYD Yuan Pro,"180000,0",1,1,Erick,parcelado,"180000,0"
927.165.038-77,15:01,26/02/2023,BYD Song Pro,"250000,0",1,2,Vinicius,parcelado,"250000,0"
043.278.169-22,13:00,30/07/2023,BYD Yuan Pro,"180000,0",1,1,Eduardo,parcelado,"180000,0"
402.593.168-06,09:04,22/02/2023,BYD Yuan Pro,"180000,0",1,2,Gabriel,parcelado,"180000,0"
297.031.865-21,17:58,04/06/2023,BYD Qin Pro,"200000,0",1,2,Antônio,parcelado,"200000,0"
281.394.057-79,11:04,06/12/2023,BYD Song Pro,"250000,0",1,2,Gabriel,parcelado,"250000,0"
320.487.169-03,20:28,16/01/2023,BYD e5,"220000,0",1,1,Lucas,parcelado,"220000,0"
934.172.586-00,13:21,18/08/2023,BYD e5,"220000,0",1,2,Gabriel,parcelado,"220000,0"
265.843.901-60,10:28,09/12/2023,BYD e5,"220000,0",1,2,Eduardo,avista,"220000,0"
281.049.637-40,15:19,18/11/2023,BYD Tang,"300000,0",1,1,Antônio,avista,"300000,0"
420.379.861-22,11:15,16/03/2023,BYD Song Pro,"250000,0",1,2,Erick,avista,"250000,0"
536.721.098-86,15:16,10/02/2023,BYD e5,"220000,0",1,2,Antônio,avista,"220000,0"
439.620.758-10,12:47,15/01/2023,BYD e5,"220000,0",1,1,Lucas,avista,"220000,0"
098.651.247-85,12:43,08/02/2023,BYD Tang,"300000,0",1,1,Eduardo,parcelado,"300000,0"
016.593.824-24,20:05,14/02/2023,BYD Yuan Pro,"180000,0",1,2,Eduardo,parcelado,"180000,0"
204.189.765-11,17:46,11/03/2023,BYD e5,"220000,0",1,1,Theodoro,parcelado,"220000,0"
541.978.603-66,13:17,03/05/2023,BYD Yuan Pro,"180000,0",1,2,Antônio,avista,"180000,0"
087.435.912-05,08:09,11/06/2023,BYD Qin Pro,"200000,0",1,1,Lucas,parcelado,"200000,0"
056.823.794-38,19:34,10/01/2023,BYD e5,"220000,0",1,1,Theodoro,parcelado,"220000,0"
764.981.302-96,12:11,08/01/2023,BYD e5,"220000,0",1,2,Antônio,parcelado,"220000,0"
134.697.580-93,12:33,11/01/2023,BYD Qin Pro,"200000,0",1,2,Gabriel,avista,"200000,0"
201.397.846-40,13:40,26/08/2023,BYD Yuan Pro,"180000,0",1,2,Lucas,parcelado,"180000,0"
063.718.495-57,20:33,24/01/2023,BYD Qin Pro,"200000,0",1,1,Vinicius,parcelado,"200000,0"
047.659.813-39,09:41,13/01/2023,BYD Yuan Pro,"180000,0",1,1,Mateus,parcelado,"180000,0"
736.195.824-91,13:01,20/01/2023,BYD Yuan Pro,"180000,0",1,1,Lucas,parcelado,"180000,0"
253.978.014-88,19:45,06/04/2023,BYD Qin Pro,"200000,0",1,2,Theodoro,parcelado,"200000,0"
526.740.918-94,12:21,04/08/2023,BYD Song Pro,"250000,0",1,2,Theodoro,avista,"250000,0"
286.930.175-86,22:39,07/02/2023,BYD e5,"220000,0",1,1,Mateus,parcelado,"220000,0"
653.791.028-59,10:21,08/08/2023,BYD e5,"220000,0",1,1,Gabriel,parcelado,"220000,0"
058.362.149-05,09:42,20/12/2023,BYD Yuan Pro,"180000,0",1,2,Erick,avista,"180000,0"
957.460.321-07,13:38,17/07/2023,BYD e5,"220000,0",1,2,Lucas,parcelado,"220000,0"
504.736.981-10,20:29,25/01/2023,BYD e5,"220000,0",1,1,Lucas,parcelado,"220000,0"
320.514.789-88,13:39,24/01/2023,BYD Qin Pro,"200000,0",1,1,Erick,parcelado,"200000,0"
806.314.592-51,18:30,22/02/2023,BYD e5,"220000,0",1,2,Eduardo,parcelado,"220000,0"
307.658.149-00,13:11,28/12/2023,BYD Yuan Pro,"180000,0",1,2,Lucas,parcelado,"180000,0"
386.792.015-02,16:55,26/07/2023,BYD Song Pro,"250000,0",1,1,Antônio,parcelado,"250000,0"
061.975.284-01,11:58,06/03/2023,BYD Yuan Pro,"180000,0",1,2,Erick,parcelado,"180000,0"
603.957.281-77,22:21,02/11/2023,BYD e5,"220000,0",1,1,Vinicius,parcelado,"220000,0"
306.417.589-01,12:18,05/02/2023,BYD e5,"220000,0",1,1,Antônio,parcelado,"220000,0"
925.370.468-38,19:17,04/12/2023,BYD Qin Pro,"200000,0",1,1,Gabriel,avista,"200000,0"
567.139.480-57,12:38,26/02/2023,BYD e5,"220000,0",1,1,Gabriel,parcelado,"220000,0"
613.940.825-33,19:22,07/02/2023,BYD Qin Pro,"200000,0",1,2,Lucas,parcelado,"200000,0"
912.760.358-02,18:58,16/11/2023,BYD Qin Pro,"200000,0",1,2,Vinicius,parcelado,"200000,0"
062.478.359-65,08:42,03/04/2023,BYD e5,"220000,0",1,2,Gabriel,parcelado,"220000,0"
416.583.970-10,11:06,04/08/2023,BYD Yuan Pro,"180000,0",1,1,Erick,parcelado,"180000,0"
362.480.197-03,12:49,28/09/2023,BYD Song Pro,"250000,0",1,2,Mateus,parcelado,"250000,0"
673.251.489-09,10:53,14/09/2023,BYD Yuan Pro,"180000,0",1,2,Vinicius,parcelado,"180000,0"
237.946.580-00,16:36,22/02/2023,BYD Song Pro,"250000,0",1,2,Lucas,parcelado,"250000,0"
259.073.864-10,18:58,09/12/2023,BYD Qin Pro,"200000,0",1,2,Erick,avista,"200000,0"
567.438.290-56,12:59,26/01/2023,BYD Tang,"300000,0",1,2,Mateus,parcelado,"300000,0"
145.820.967-94,09:13,20/01/2023,BYD Yuan Pro,"180000,0",1,2,Mateus,parcelado,"180000,0"
275.314.906-25,20:59,14/01/2023,BYD Qin Pro,"200000,0",1,2,Antônio,parcelado,"200000,0"
435.982.601-05,12:50,16/01/2023,BYD Song Pro,"250000,0",1,1,Mateus,parcelado,"250000,0"
510.294.387-14,10:55,22/12/2023,BYD e5,"220000,0",1,1,Theodoro,parcelado,"220000,0"
824.157.630-71,11:39,19/05/2023,BYD e5,"220000,0",1,2,Gabriel,parcelado,"220000,0"
357.916.842-82,09:39,03/09/2023,BYD Song Pro,"250000,0",1,2,Theodoro,parcelado,"250000,0"
289.153.046-24,11:19,04/08/2023,BYD e5,"220000,0",1,1,Antônio,parcelado,"220000,0"
891.603.547-39,20:38,25/03/2023,BYD Song Pro,"250000,0",1,2,Antônio,avista,"250000,0"
026.798.541-01,09:02,25/08/2023,BYD e5,"220000,0",1,1,Antônio,avista,"220000,0"
650.143.927-25,09:34,16/04/2023,BYD Yuan Pro,"180000,0",1,1,Gabriel,avista,"180000,0"
382.910.674-22,08:01,18/12/2023,BYD Yuan Pro,"180000,0",1,2,Theodoro,avista,"180000,0"
025.697.834-47,10:57,05/01/2023,BYD Song Pro,"250000,0",1,1,Theodoro,parcelado,"250000,0"
328.107.659-95,09:46,09/01/2023,BYD Yuan Pro,"180000,0",1,1,Lucas,parcelado,"180000,0"
452.319.706-70,13:37,09/02/2023,BYD Tang,"300000,0",1,1,Erick,parcelado,"300000,0"
839.564.207-56,15:57,09/11/2023,BYD Qin Pro,"200000,0",1,2,Antônio,parcelado,"200000,0"
682.149.703-69,17:07,07/11/2023,BYD Song Pro,"250000,0",1,1,Vinicius,avista,"250000,0"
843.591.702-97,08:19,30/06/2023,BYD e5,"220000,0",1,1,Mateus,parcelado,"220000,0"
957.436.180-20,08:57,19/09/2023,BYD Song Pro,"250000,0",1,1,Theodoro,parcelado,"250000,0"
780.523.916-95,18:09,29/01/2023,BYD e5,"220000,0",1,2,Mateus,avista,"220000,0"
023.967.145-70,22:03,21/12/2023,BYD Song Pro,"250000,0",1,2,Eduardo,parcelado,"250000,0"
362.419.875-00,16:40,15/01/2023,BYD Qin Pro,"200000,0",1,2,Vinicius,parcelado,"200000,0"
590.821.367-59,20:38,05/11/2023,BYD Song Pro,"250000,0",1,1,Eduardo,parcelado,"250000,0"
362.419.875-00,13:08,02/02/2023,BYD e5,"220000,0",1,2,Mateus,parcelado,"220000,0"
638.704.925-38,17:39,14/03/2023,BYD e5,"220000,0",1,1,Antônio,avista,"220000,0"
312.640.987-31,11:12,16/01/2023,BYD e5,"220000,0",1,2,Erick,parcelado,"220000,0"
831.904.257-79,12:24,19/11/2023,BYD Yuan Pro,"180000,0",1,1,Antônio,avista,"180000,0"
765.109.824-20,14:39,23/04/2023,BYD Qin Pro,"200000,0",1,2,Antônio,parcelado,"200000,0"
485.127.306-17,11:14,16/11/2023,BYD e5,"220000,0",1,1,Gabriel,parcelado,"220000,0"
069.713.528-40,17:32,27/01/2023,BYD Song Pro,"250000,0",1,1,Antônio,parcelado,"250000,0"
409.578.162-94,15:49,10/12/2023,BYD Yuan Pro,"180000,0",1,1,Lucas,avista,"180000,0"
927.430.516-80,08:10,12/12/2023,BYD Tang,"300000,0",1,1,Mateus,avista,"300000,0"
218.360.579-03,14:40,11/02/2023,BYD Yuan Pro,"180000,0",1,2,Erick,parcelado,"180000,0"
236.548.901-05,15:00,28/03/2023,BYD e5,"220000,0",1,2,Mateus,parcelado,"220000,0"
597.320.861-30,20:57,03/01/2023,BYD Song Pro,"250000,0",1,1,Theodoro,parcelado,"250000,0"
385.921.047-50,09:33,25/03/2023,BYD e5,"220000,0",1,1,Gabriel,parcelado,"220000,0"
543.601.972-25,13:08,05/12/2023,BYD Yuan Pro,"180000,0",1,1,Theodoro,avista,"180000,0"
071.962.538-68,11:13,01/01/2023,BYD e5,"220000,0",1,1,Vinicius,avista,"220000,0"
583.246.019-70,11:07,22/04/2023,BYD Song Pro,"250000,0",1,1,Eduardo,avista,"250000,0"
930.741.526-99,19:01,07/07/2023,BYD Qin Pro,"200000,0",1,1,Vinicius,parcelado,"200000,0"
650.847.239-92,13:16,25/05/2023,BYD Qin Pro,"200000,0",1,1,Erick,avista,"200000,0"
831.762.540-08,17:14,19/11/2023,BYD e5,"220000,0",1,2,Mateus,avista,"220000,0"
123.659.048-15,09:51,17/08/2023,BYD e5,"220000,0",1,1,Gabriel,avista,"220000,0"
429.318.756-19,17:46,16/12/2023,BYD e5,"220000,0",1,1,Erick,parcelado,"220000,0"
803.672.594-00,13:58,04/04/2023,BYD e5,"220000,0",1,1,Vinicius,avista,"220000,0"
235.910.687-21,19:14,08/04/2023,BYD Song Pro,"250000,0",1,2,Vinicius,parcelado,"250000,0"
369.452.710-99,15:11,23/03/2023,BYD e5,"220000,0",1,2,Theodoro,parcelado,"220000,0"
741.928.635-37,16:41,26/07/2023,BYD e5,"220000,0",1,1,Gabriel,parcelado,"220000,0"
164.075.938-75,19:02,16/11/2023,BYD Yuan Pro,"180000,0",1,1,Theodoro,parcelado,"180000,0"
358.291.406-24,19:47,03/11/2023,BYD Qin Pro,"200000,0",1,2,Gabriel,parcelado,"200000,0"
437.952.801-41,21:06,19/12/2023,BYD Song Pro,"250000,0",1,1,Vinicius,parcelado,"250000,0"
